Confnum,Reservation ID,Status,Booking Date,Arrival Date,Departure Date,Booking Window,LOS,Quantity,Room Type,Revenue,Adults,Children,Rate Code,Market Segment Group,Market Code,Source Code,Reservation Type,Block Id
124583,118944,CKOT,2/12/18,2/13/18,2/14/18,1,1,1,A1K,315,1,0,NH7,Retail Discount,CSI,GDS,,
124584,118945,CKOT,2/12/18,2/13/18,2/15/18,1,2,1,A1D,470,1,0,NSCB,Corporate,COT,GDS,,
124585,118946,CKOT,2/12/18,10/17/18,10/18/18,247,1,1,C1S,414,2,0,NMNM,Retail Discount,CSI,UA,,
124586,118947,CKOT,2/12/18,2/21/18,2/22/18,9,1,1,C1S,528,2,0,NSYX,OTA E-Commerce,TEC,TPS,,
124587,118948,CKOT,2/12/18,2/21/18,2/22/18,9,1,1,B1K,247,1,0,NEAU,Corporate,COT,GDS,,
124593,118953,CKOT,2/12/18,2/13/18,2/21/18,1,8,1,ADA,0,1,0,XO,Retail Discount,TRA,HRO,,
124594,118954,CKOT,2/13/18,2/13/18,2/17/18,0,4,1,A1K,1193,2,0,NH7,Retail Discount,CSI,GDS,,
124595,118955,CKOT,2/12/18,2/13/18,2/14/18,1,1,1,B1K,395,1,0,PARK,Retail Discount,TRA,PLC,,
124596,118956,CKOT,2/13/18,2/13/18,2/14/18,0,1,1,B1K,333,2,0,NH7,Retail Discount,CSI,GDS,,
124597,118957,CKOT,2/13/18,3/8/18,3/10/18,23,2,1,A1D,788,2,0,NH7,Retail Discount,CSI,GDS,,
124598,118958,CKOT,2/12/18,2/14/18,2/18/18,2,4,1,C1K,1514,2,0,T08,Retail Discount,TRA,HRO,,
124599,118959,CKOT,2/12/18,3/17/18,3/23/18,33,6,1,B1S,8097,2,1,T08,Retail Discount,TRA,PLC,,
124600,118960,CKOT,2/13/18,2/23/18,2/24/18,10,1,1,C1K,243,2,0,NH7,Retail Discount,CSI,GDS,,
124601,118961,CKOT,2/13/18,2/23/18,2/24/18,10,1,1,A1K,243,2,0,NH7,Retail Discount,CSI,GDS,,
124602,118962,CKOT,2/12/18,2/16/18,2/19/18,4,3,1,C1S,1528,2,0,T03,Retail Discount,TRA,HRO,,
124603,118963,CKOT,2/13/18,2/18/18,2/19/18,5,1,1,A1K,270,2,0,NH7,Retail Discount,CSI,GDS,,
124604,118964,CKOT,2/13/18,2/17/18,2/18/18,4,1,1,A1K,257,2,0,NH7,Retail Discount,CSI,GDS,,
124606,118966,CKOT,2/13/18,2/17/18,2/18/18,4,1,1,C1S,413,4,0,NOWP,OTA E-Commerce,TEC,TPS,,
124609,118969,CKOT,2/13/18,2/24/18,2/28/18,11,4,1,D1K,1040,1,0,N5S,Corporate,CON,GDS,,
124668,119022,CKOT,2/13/18,4/23/18,4/24/18,69,1,1,C1K,288,2,0,NH7,Retail Discount,CSI,GDS,,
124613,118973,CKOT,2/13/18,3/6/18,3/10/18,21,4,1,D1K,2028,1,0,CR,Retail Discount,TRA,GDS,,
124616,118976,CKOT,2/13/18,2/25/18,2/27/18,12,2,1,B1K,518,1,0,N98,Corporate,CON,GDS,,
124618,118978,CKOT,2/13/18,5/30/18,6/1/18,106,2,1,A1K,430,1,0,NAJV,Corporate,CON,GDS,,
124619,118979,CKOT,2/13/18,3/26/18,3/28/18,41,2,1,A1K,720,1,0,NTRK,Retail Discount,CSI,GDS,,
124620,118980,CKOT,2/13/18,3/12/18,3/13/18,27,1,1,C1S,350,1,0,R04,BAR,RAC,PLC,,
124622,118982,CKOT,2/13/18,2/19/18,2/21/18,6,2,1,D1K,774,2,0,NH7,Retail Discount,CSI,GDS,,
124623,118983,CKOT,2/13/18,2/25/18,3/2/18,12,5,1,D1K,1550,1,0,N98,Corporate,CON,GDS,,
124624,118984,CKOT,2/13/18,5/5/18,5/8/18,81,3,1,B1K,694,2,0,N1YZ,Retail Discount,TRA,TPS,,
124625,118985,CKOT,2/13/18,2/19/18,2/20/18,6,1,1,D1K,252,1,0,NH7,Retail Discount,CSI,GDS,,
124627,118987,CKOT,2/13/18,3/16/18,3/17/18,31,1,1,C1K,257,2,0,NH7,Retail Discount,CSI,GDS,,
124629,118989,CKOT,2/13/18,2/22/18,2/24/18,9,2,1,C1S,732,1,0,NE3,Retail Discount,CSI,GDS,,
124632,118992,CKOT,2/13/18,2/21/18,2/22/18,8,1,1,C1K,330,1,0,N77F,Corporate,COT,GDS,,
124634,118994,CKOT,2/13/18,2/20/18,2/21/18,7,1,1,ADA,279,1,0,NAX,Corporate,CON,GDS,,
124637,118997,CKOT,2/13/18,5/5/18,5/9/18,81,4,1,C1K,1910,2,0,T08,Retail Discount,TRA,HRO,,
124638,118998,CKOT,2/13/18,5/5/18,5/9/18,81,4,1,D1K,1842,1,0,T08,Retail Discount,TRA,HRO,,
124639,118999,CKOT,2/13/18,5/3/18,5/6/18,79,3,1,B1K,758,2,0,T08,Retail Discount,TRA,HRO,,
124642,119000,CKOT,2/13/18,2/21/18,2/23/18,8,2,1,C1K,846,1,0,NHE,Retail Discount,CSI,GDS,,
124643,119001,CKOT,2/13/18,2/13/18,2/14/18,0,1,1,A1D,0,1,0,RECHARGE,Retail Discount,TRA,HRO,,
124644,119002,CKOT,2/13/18,7/19/18,7/22/18,156,3,1,A1K,815,2,0,LEUBONOT,Leisure,LEI,HRO,,
124647,119004,CKOT,2/13/18,3/17/18,3/19/18,32,2,1,D1K,527,2,0,NH7,Retail Discount,CSI,GDS,,
124652,119006,CKOT,2/13/18,3/25/18,3/27/18,40,2,1,A1K,520,1,0,N5S,Corporate,CON,GDS,,
124653,119007,CKOT,2/13/18,4/7/18,4/10/18,53,3,1,B1K,573,2,0,N78I,OTA E-Commerce,TEC,TPS,,
124654,119008,CKOT,2/13/18,3/11/18,3/13/18,26,2,1,A1K,738,2,0,NMNM,Retail Discount,CSI,GDS,,
124655,119010,CKOT,2/13/18,2/28/18,3/2/18,15,2,1,C1S,1140,2,0,T03,Retail Discount,TRA,PLC,,
124656,119011,CKOT,2/13/18,4/10/18,4/13/18,56,3,1,D1K,750,1,0,NAJV,Corporate,CON,GDS,,
124658,119013,CKOT,2/13/18,3/25/18,3/27/18,40,2,1,B1K,520,1,0,N5S,Corporate,CON,GDS,,
124662,119016,CKOT,2/13/18,2/15/18,2/16/18,2,1,1,D1K,258,1,0,NENM,Corporate,CON,GDS,,
124667,119021,CKOT,2/13/18,4/23/18,4/24/18,69,1,1,C1S,288,2,0,NH7,Retail Discount,CSI,GDS,,
124669,119024,CKOT,2/13/18,2/15/18,2/18/18,2,3,1,A1K,783,2,0,NH7,Retail Discount,CSI,GDS,,
124670,119025,CKOT,2/13/18,2/20/18,2/21/18,7,1,1,D1K,310,1,0,NW86,OTA E-Commerce,TEC,TPS,,
124671,119026,CKOT,2/13/18,2/23/18,2/26/18,10,3,1,B1K,664,1,0,NB15,OTA E-Commerce,TEC,TPS,,
124672,119027,CKOT,2/13/18,3/4/18,3/8/18,19,4,1,A1D,1216,1,0,N85,Corporate,CON,GDS,,
124673,119028,CKOT,2/13/18,2/20/18,2/21/18,7,1,1,C1K,450,2,0,NH7,Retail Discount,CSI,GDS,,
124674,119029,CKOT,2/13/18,4/29/18,5/1/18,75,2,1,B1S,2520,2,0,NSJY,Retail Discount,CSI,HRO,,
124675,119030,CKOT,2/13/18,2/20/18,2/21/18,7,1,1,A1K,0,1,0,XO,Other,NOR,HRO,,
124677,119032,CKOT,2/13/18,2/20/18,2/21/18,7,1,1,A1K,0,1,0,XO,Other,NOR,HRO,,
124680,119035,CKOT,2/13/18,3/22/18,3/26/18,37,4,1,D1K,1287,2,0,NH7,Retail Discount,CSI,GDS,,
124681,119036,CKOT,2/13/18,2/20/18,2/21/18,7,1,1,C1S,0,1,0,XO,Other,NOR,HRO,,
124682,119038,CKOT,2/13/18,2/20/18,2/21/18,7,1,1,D1K,215,1,0,NAJV,Corporate,CON,GDS,,
124683,119039,CKOT,2/13/18,2/20/18,2/23/18,7,3,1,ADA,1240,1,0,R04,BAR,RAC,PLC,,
124684,119040,CKOT,2/13/18,3/16/18,3/22/18,31,6,1,B1K,1554,2,0,N98,Corporate,CON,HRO,,
124685,119041,CKOT,2/13/18,2/26/18,3/1/18,13,3,1,D1K,936,1,0,N1NJ,Corporate,COT,GDS,,
124686,119042,CKOT,2/13/18,2/14/18,2/17/18,1,3,1,D1K,787,2,0,T08,Retail Discount,TRA,HRO,,
124687,119043,CKOT,2/14/18,2/13/18,2/15/18,0,2,1,D1K,672,1,0,NSYX,OTA E-Commerce,TEC,TPS,,
124692,119048,CKOT,2/14/18,3/23/18,3/24/18,37,1,1,ADA,196,1,0,N35,Corporate,CON,GDS,,
124693,119049,CKOT,2/14/18,3/4/18,3/8/18,18,4,1,A1K,1000,1,0,NAJV,Corporate,CON,GDS,,
124694,119050,CKOT,2/14/18,2/22/18,2/25/18,8,3,1,D1K,774,2,0,NH7,Retail Discount,CSI,GDS,,
124695,119051,CKOT,2/14/18,2/22/18,2/24/18,8,2,1,C1S,590,2,0,R04,BAR,RAC,TAJ,,
124696,119052,CKOT,2/13/18,3/19/18,3/24/18,34,5,1,B1K,0,1,0,XO,Other,NOR,HRO,,
124697,119053,CKOT,2/14/18,3/9/18,3/10/18,23,1,1,D1K,205,2,0,NFCC,OTA E-Commerce,TEC,GDS,,
124700,119056,CKOT,2/14/18,2/17/18,2/18/18,3,1,1,B1K,285,2,0,N0JK,OTA E-Commerce,TEC,TPS,,
124703,119059,CKOT,2/14/18,4/19/18,4/22/18,64,3,1,D1K,824,2,0,NB15,OTA E-Commerce,TEC,TPS,,
124704,119060,CKOT,2/14/18,4/19/18,4/22/18,64,3,1,A1K,824,2,0,NB15,OTA E-Commerce,TEC,TPS,,
124705,119061,CKOT,2/14/18,2/17/18,2/22/18,3,5,1,D1K,1926,1,0,NFM,Retail Discount,CSI,GDS,,
124708,119064,CKOT,2/14/18,4/26/18,4/30/18,71,4,1,B1K,735,1,0,N78I,OTA E-Commerce,TEC,TPS,,
124711,119068,CKOT,2/14/18,4/5/18,4/8/18,50,3,1,A1D,712,1,0,T08,Retail Discount,TRA,TRW,,
124712,119069,CKOT,2/14/18,4/5/18,4/8/18,50,3,1,A1K,712,1,0,T08,Retail Discount,TRA,TRW,,
124713,119070,CKOT,2/14/18,2/15/18,2/16/18,1,1,1,D1K,252,1,0,NH7,Retail Discount,CSI,GDS,,
124714,119071,CKOT,2/14/18,3/3/18,3/6/18,17,3,1,D1K,761,1,0,NH7,Retail Discount,CSI,GDS,,
124715,119072,CKOT,2/14/18,3/15/18,3/18/18,29,3,1,ADA,885,2,0,N1YZ,Retail Discount,TRA,TPS,,
124720,119077,CKOT,2/14/18,3/28/18,3/30/18,42,2,1,B1K,512,1,0,NHLU,Corporate,CON,GDS,,
124721,119078,CKOT,2/14/18,3/28/18,3/30/18,42,2,1,B1K,512,1,0,NHLU,Corporate,CON,GDS,,
124728,119085,CKOT,2/14/18,3/5/18,3/7/18,19,2,1,A1D,452,1,0,N35,Corporate,CON,GDS,,
124729,119086,CKOT,2/14/18,2/20/18,2/21/18,6,1,1,D1K,0,2,0,NXTZ,Retail Discount,CSI,GDS,,
124730,119087,CKOT,2/14/18,5/24/18,5/27/18,99,3,1,B1S,594,2,0,T20,Retail Discount,TRA,PMS,,
124732,119089,CKOT,2/14/18,4/24/18,4/25/18,69,1,1,D1K,361,1,0,NIC,Retail Discount,CSI,GDS,,
124734,119091,CKOT,2/14/18,3/1/18,3/2/18,15,1,1,B1K,270,2,0,NH7,Retail Discount,CSI,GDS,,
124735,119092,CKOT,2/14/18,2/14/18,2/15/18,0,1,1,A1K,306,2,0,NH7,Retail Discount,CSI,GDS,,
124736,119093,CKOT,2/14/18,2/20/18,2/21/18,6,1,1,A1K,260,1,0,N5S,Corporate,CON,GDS,,
124737,119095,CKOT,2/14/18,3/1/18,3/3/18,15,2,1,B1K,545,1,0,R04,BAR,RAC,TRW,,
124738,119096,CKOT,2/14/18,5/28/18,6/1/18,103,4,1,B1K,1040,2,0,NBZR,Corporate,COT,PMS,,
124739,119097,CKOT,2/14/18,2/28/18,3/3/18,14,3,1,A1D,1056,2,0,N78M,OTA E-Commerce,TEC,TPS,,
124740,119098,CKOT,2/14/18,2/28/18,3/1/18,14,1,1,A1K,279,1,0,NAX,Corporate,CON,GDS,,
124741,119099,CKOT,2/14/18,2/14/18,2/15/18,0,1,1,D1K,0,1,0,RECHARGE,Retail Discount,TRA,HRO,,
124743,119101,CKOT,2/14/18,4/11/18,4/13/18,56,2,1,C1K,560,1,0,R04,BAR,RAC,HRO,,
124745,119104,CKOT,2/14/18,3/22/18,3/23/18,36,1,1,D1K,540,1,0,R04,BAR,RAC,GDS,,
124748,119107,CKOT,2/14/18,2/22/18,2/25/18,8,3,1,B1K,749,2,0,NB15,OTA E-Commerce,TEC,TPS,,
124752,119112,CKOT,2/14/18,3/4/18,3/6/18,18,2,1,B1K,580,1,0,R04,BAR,RAC,GDS,,
124753,119113,CKOT,2/14/18,2/28/18,3/1/18,14,1,1,A1K,330,1,0,N32,Corporate,CON,GDS,,
124754,119114,CKOT,2/14/18,4/23/18,4/24/18,68,1,1,C1K,460,1,0,NTXF,Retail Discount,CSI,GDS,,
124755,119115,CKOT,2/14/18,2/18/18,2/19/18,4,1,1,D1K,270,2,0,NH7,Retail Discount,CSI,GDS,,
124756,119116,CKOT,2/14/18,2/20/18,2/21/18,6,1,1,A1K,250,1,0,NAJV,Corporate,CON,GDS,,
124757,119117,CKOT,2/14/18,2/14/18,2/15/18,0,1,1,ADA,0,1,0,RECHARGE,Retail Discount,TRA,HRO,,
124758,119119,CKOT,2/14/18,3/21/18,3/24/18,35,3,1,B1K,1068,1,0,T08,Retail Discount,TRA,PLC,,
124759,119121,CKOT,2/14/18,2/20/18,2/21/18,6,1,1,D1K,252,1,0,NH7,Retail Discount,CSI,GDS,,
124948,119301,CKOT,2/16/18,2/17/18,2/18/18,1,1,1,ADA,212,1,0,NSYX,OTA E-Commerce,TEC,TPS,,
124761,119123,CKOT,2/14/18,3/11/18,3/14/18,25,3,1,B1K,882,1,0,NTRK,Retail Discount,CSI,GDS,,
124762,119124,CKOT,2/14/18,3/18/18,3/20/18,32,2,1,C1S,810,1,0,T03,Retail Discount,TRA,GDS,,
124765,119126,CKOT,2/14/18,6/2/18,6/6/18,108,4,1,D1K,500,2,0,T20,Retail Discount,TRA,PMS,,
124767,119128,CKOT,2/14/18,4/19/18,4/22/18,64,3,1,B1K,615,2,0,N78I,OTA E-Commerce,TEC,TPS,,
124768,119129,CKOT,2/14/18,3/16/18,3/18/18,30,2,1,D1K,530,1,0,R04,BAR,RAC,TAJ,,
124769,119130,CKOT,2/14/18,3/25/18,3/28/18,39,3,1,A1K,792,2,0,N78I,OTA E-Commerce,TEC,TPS,,
124770,119132,CKOT,2/15/18,6/1/18,6/4/18,106,3,1,D1K,998,2,0,N8N,Retail Discount,CSI,GDS,,
124771,119133,CKOT,2/15/18,3/27/18,3/29/18,40,2,1,C1K,570,1,0,N8N,Retail Discount,CSI,GDS,,
124772,119134,CKOT,2/15/18,3/27/18,3/30/18,40,3,1,D1K,855,1,0,N8N,Retail Discount,CSI,GDS,,
124773,119135,CKOT,2/15/18,3/27/18,3/29/18,40,2,1,D1K,570,1,0,N8N,Retail Discount,CSI,GDS,,
124774,119136,CKOT,2/15/18,3/27/18,3/29/18,40,2,1,D1K,570,1,0,N8N,Retail Discount,CSI,GDS,,
124775,119137,CKOT,2/15/18,3/25/18,3/27/18,38,2,1,D1K,532,1,0,N8N,Retail Discount,CSI,GDS,,
124776,119138,CKOT,2/15/18,3/25/18,3/27/18,38,2,1,D1K,532,1,0,N8N,Retail Discount,CSI,GDS,,
124777,119139,CKOT,2/15/18,3/25/18,3/27/18,38,2,1,D1K,532,1,0,N8N,Retail Discount,CSI,GDS,,
124778,119140,CKOT,2/14/18,3/7/18,3/10/18,21,3,1,C1S,928,1,0,T08,Retail Discount,TRA,PLC,,
124781,119145,CKOT,2/15/18,3/17/18,3/18/18,30,1,1,C1K,257,2,0,NH7,Retail Discount,CSI,GDS,,
124782,119146,CKOT,2/15/18,2/16/18,2/17/18,1,1,1,A1K,257,2,0,NH7,Retail Discount,CSI,GDS,,
124783,119147,CKOT,2/15/18,5/4/18,5/7/18,78,3,1,A1K,807,2,0,NB15,OTA E-Commerce,TEC,TPS,,
124785,119149,CKOT,2/15/18,3/12/18,3/16/18,25,4,1,A1K,1332,1,0,NQ3,Corporate,CON,GDS,,
124787,119151,CKOT,2/15/18,9/20/18,9/23/18,217,3,1,C1S,1656,2,0,NH7,Retail Discount,CSI,UA,,
124788,119152,CKOT,2/15/18,2/22/18,2/24/18,7,2,1,B1K,502,2,0,NP6I,OTA E-Commerce,TEC,TPS,,
124789,119153,CKOT,2/15/18,2/27/18,3/2/18,12,3,1,A1K,941,1,0,N1NJ,Corporate,COT,GDS,,
124792,119155,CKOT,2/15/18,2/17/18,2/18/18,2,1,1,B1K,239,1,0,R04,BAR,RAC,PLC,,
124793,119156,CKOT,2/15/18,3/2/18,3/4/18,15,2,1,B1K,504,1,0,NIC,Retail Discount,CSI,GDS,,
124794,119157,CKOT,2/15/18,3/5/18,3/6/18,18,1,1,ADA,259,1,0,N1NJ,Corporate,COT,GDS,,
124795,119158,CKOT,2/15/18,3/1/18,3/2/18,14,1,1,B1K,265,1,0,N85,Corporate,CON,GDS,,
124796,119159,CKOT,2/15/18,2/28/18,3/2/18,13,2,1,B1K,496,1,0,N7N,Corporate,CON,GDS,,
124799,119160,CKOT,2/15/18,5/7/18,5/10/18,81,3,1,D1K,975,1,0,LEUTF,Leisure,LEI,HRO,,
124797,119161,CKOT,2/15/18,3/10/18,3/11/18,23,1,1,D1K,257,2,0,NH7,Retail Discount,CSI,GDS,,
124798,119162,CKOT,2/15/18,3/1/18,3/3/18,14,2,1,B1S,1178,1,0,N8N,Retail Discount,CSI,GDS,,
124805,119163,CKOT,2/15/18,3/4/18,3/6/18,17,2,1,C1S,0,2,0,XO,Other,NOR,HRO,,
124802,119166,CKOT,2/15/18,3/1/18,3/2/18,14,1,1,B1K,288,2,0,XA,Corporate,COT,HRO,,
124803,119167,CKOT,2/15/18,3/1/18,3/2/18,14,1,1,B1K,270,1,0,XA,Corporate,COT,HRO,,
124806,119169,CKOT,2/15/18,2/17/18,2/19/18,2,2,1,ADA,421,2,0,NW86,OTA E-Commerce,TEC,TPS,,
124807,119170,CKOT,2/15/18,2/21/18,2/23/18,6,2,1,C1K,874,2,0,N8N,Retail Discount,CSI,GDS,,
124808,119171,CKOT,2/15/18,4/1/18,4/4/18,45,3,1,B1K,854,2,0,T08,Retail Discount,TRA,TAJ,,
124809,119172,CKOT,2/15/18,2/16/18,2/19/18,1,3,1,B1K,626,2,0,NFCC,OTA E-Commerce,TEC,GDS,,
124810,119173,CKOT,2/15/18,2/25/18,3/1/18,10,4,1,D1K,1464,1,0,NALX,Corporate,CON,GDS,,
124811,119174,CKOT,2/15/18,2/25/18,3/1/18,10,4,1,A1K,1000,1,0,NAJV,Corporate,CON,GDS,,
124812,119175,CKOT,2/15/18,2/18/18,2/19/18,3,1,1,D1K,270,2,0,NH7,Retail Discount,CSI,GDS,,
124813,119178,CKOT,2/15/18,2/23/18,2/25/18,8,2,1,B1K,648,1,0,NH7,Retail Discount,CSI,GDS,,
124817,119182,CKOT,2/15/18,2/21/18,2/23/18,6,2,1,B1K,504,2,0,NFCC,OTA E-Commerce,TEC,GDS,,
124818,119183,CKOT,2/15/18,2/27/18,3/2/18,12,3,1,D1K,1497,1,0,T08,Retail Discount,TRA,HRO,,
124819,119184,CKOT,2/15/18,3/14/18,3/16/18,27,2,1,D1K,747,1,0,NMNM,Retail Discount,CSI,GDS,,
124820,119185,CKOT,2/15/18,2/20/18,2/21/18,5,1,1,A1K,266,1,0,CR,Retail Discount,TRA,GDS,,
124893,119244,CKOT,2/15/18,3/8/18,3/9/18,21,1,1,D1K,270,2,0,NH7,Retail Discount,CSI,GDS,,
124894,119245,CKOT,2/15/18,2/28/18,3/1/18,13,1,1,A1K,279,2,0,NAX,Corporate,CON,GDS,,
124895,119246,CKOT,2/15/18,3/24/18,3/26/18,37,2,1,A1K,805,2,0,N0JN,OTA E-Commerce,TEC,TPS,,
124896,119247,CKOT,2/15/18,2/20/18,2/22/18,5,2,1,B1K,440,1,0,NAX,Corporate,CON,GDS,,
124897,119248,CKOT,2/15/18,2/21/18,2/22/18,6,1,1,ADA,380,1,0,NFNK,OTA E-Commerce,TEC,TPS,,
124898,119249,CKOT,2/15/18,2/20/18,2/22/18,5,2,1,D1K,627,1,0,NIC,Retail Discount,CSI,GDS,,
124899,119250,CKOT,2/15/18,2/27/18,3/1/18,12,2,1,B1K,446,1,0,N9R,Corporate,CON,GDS,,
124900,119251,CKOT,2/15/18,2/17/18,2/18/18,2,1,1,A1D,257,2,0,R04,BAR,RAC,PLC,,
124901,119252,CKOT,2/16/18,3/12/18,3/14/18,24,2,1,C1K,864,2,0,NH7,Retail Discount,CSI,GDS,,
124902,119254,CKOT,2/15/18,3/19/18,3/22/18,32,3,1,D1K,2685,2,0,R04,BAR,RAC,HRO,,
124903,119255,CKOT,2/15/18,3/19/18,3/22/18,32,3,1,A1K,2685,2,0,R04,BAR,RAC,HRO,,
124904,119256,CKOT,2/15/18,3/19/18,3/20/18,32,1,1,D1K,845,2,0,R04,BAR,RAC,HRO,,
124905,119257,CKOT,2/15/18,3/19/18,3/22/18,32,3,1,D1K,2685,2,0,R04,BAR,RAC,HRO,,
124906,119258,CKOT,2/16/18,2/19/18,2/20/18,3,1,1,D1K,252,1,0,NH7,Retail Discount,CSI,GDS,,
124909,119262,CKOT,2/16/18,2/15/18,2/16/18,0,1,1,D1K,216,2,0,NFCC,OTA E-Commerce,TEC,GDS,,
124910,119263,CKOT,2/16/18,2/19/18,2/21/18,3,2,1,D1K,540,2,0,NH7,Retail Discount,CSI,GDS,,
124911,119264,CKOT,2/16/18,2/16/18,2/18/18,0,2,1,B1K,410,2,0,NFCC,OTA E-Commerce,TEC,GDS,,
124912,119265,CKOT,2/15/18,2/15/18,2/16/18,0,1,1,B1K,0,1,0,RECHARGE,Retail Discount,TRA,HRO,,
124913,119267,CKOT,2/16/18,4/10/18,4/13/18,53,3,1,B1K,645,1,0,NAJV,Corporate,CON,GDS,,
124914,119268,CKOT,2/16/18,9/28/18,10/2/18,224,4,1,C1S,2005,2,0,N2XS,Retail Discount,CSI,AA,,
124915,119269,CKOT,2/16/18,10/13/18,10/17/18,239,4,1,C1S,2485,2,0,N2XS,Retail Discount,CSI,AA,,
124917,119271,CKOT,2/15/18,2/17/18,2/18/18,2,1,1,B1K,239,1,0,CALI,Retail Discount,TRA,PLC,,
124919,119272,CKOT,2/16/18,3/9/18,3/13/18,21,4,1,A1D,1116,2,0,NH7,Retail Discount,CSI,GDS,,
124921,119274,CKOT,2/16/18,3/14/18,3/15/18,26,1,1,D1K,310,2,0,NFCC,OTA E-Commerce,TEC,GDS,,
124922,119275,CKOT,2/16/18,3/3/18,3/5/18,15,2,1,ADA,440,1,0,NAX,Corporate,CON,GDS,,
124923,119276,CKOT,2/16/18,3/22/18,3/25/18,34,3,1,D1K,1107,2,0,NMNM,Retail Discount,CSI,GDS,,
124924,119277,CKOT,2/16/18,6/3/18,6/6/18,107,3,1,D1K,1368,2,0,N8N,Retail Discount,CSI,GDS,,
124926,119279,CKOT,2/16/18,2/25/18,3/1/18,9,4,1,A1K,1000,1,0,NAJV,Corporate,CON,GDS,,
124927,119280,CKOT,2/16/18,3/14/18,3/16/18,26,2,1,ADA,446,1,0,N9R,Corporate,CON,GDS,,
124928,119281,CKOT,2/16/18,4/5/18,4/10/18,48,5,1,A1K,1634,1,0,NB15,OTA E-Commerce,TEC,TPS,,
124929,119282,CKOT,2/16/18,2/28/18,3/1/18,12,1,1,D1K,387,2,0,NH7,Retail Discount,CSI,GDS,,
124930,119283,CKOT,2/16/18,2/19/18,2/20/18,3,1,1,D1K,285,2,0,N8N,Retail Discount,CSI,GDS,,
124933,119286,CKOT,2/16/18,3/14/18,3/16/18,26,2,1,D1K,760,1,0,R04,BAR,RAC,TAJ,,
124934,119287,CKOT,2/16/18,3/8/18,3/12/18,20,4,1,A1K,1039,2,0,T08,Retail Discount,TRA,PLC,,
124935,119288,CKOT,2/16/18,2/25/18,3/4/18,9,7,1,A1K,2170,1,0,N98,Corporate,CON,GDS,,
124936,119289,CKOT,2/16/18,4/11/18,4/13/18,54,2,1,C1S,500,1,0,NAJV,Corporate,CON,GDS,,
124937,119290,CKOT,2/16/18,2/24/18,2/25/18,8,1,1,B1K,270,2,0,NFNK,OTA E-Commerce,TEC,TPS,,
124942,119295,CKOT,2/16/18,2/17/18,2/18/18,1,1,1,A1K,336,2,0,NOWP,OTA E-Commerce,TEC,TPS,,
124943,119296,CKOT,2/16/18,3/7/18,3/9/18,19,2,1,B1K,600,1,0,R04,BAR,RAC,HRO,,
124944,119297,CKOT,2/16/18,3/10/18,3/12/18,22,2,1,D1K,540,2,0,NMNM,Retail Discount,CSI,GDS,,
124946,119299,CKOT,2/16/18,2/23/18,2/24/18,7,1,1,A1K,337,2,0,T08,Retail Discount,TRA,PLC,,
124947,119300,CKOT,2/16/18,3/8/18,3/9/18,20,1,1,B1K,256,1,0,NHLU,Corporate,CON,GDS,,
124950,119303,CKOT,2/16/18,3/12/18,3/15/18,24,3,1,A1D,795,1,0,N85,Corporate,CON,GDS,,
124952,119305,CKOT,2/16/18,3/4/18,3/5/18,16,1,1,B1K,220,1,0,NAX,Corporate,CON,GDS,,
124954,119307,CKOT,2/16/18,8/7/18,8/9/18,172,2,1,A1D,500,3,0,T20,Retail Discount,TRA,PMS,,
124955,119308,CKOT,2/16/18,2/20/18,2/21/18,4,1,1,B1K,223,1,0,N9R,Corporate,CON,GDS,,
124956,119309,CKOT,2/16/18,2/18/18,2/19/18,2,1,1,A1K,216,2,0,NFCC,OTA E-Commerce,TEC,GDS,,
124957,119310,CKOT,2/16/18,2/20/18,2/22/18,4,2,1,D1K,516,1,0,NTVV,Corporate,COT,GDS,,
124958,119311,CKOT,2/16/18,2/16/18,2/17/18,0,1,1,A1K,338,1,0,NH7,Retail Discount,CSI,GDS,,
124963,119314,CKOT,2/16/18,2/16/18,2/17/18,0,1,1,B1K,285,2,0,R04,BAR,RAC,HRO,,
124964,119315,CKOT,2/16/18,3/27/18,3/28/18,39,1,1,C1S,328,1,0,NUWD,Corporate,COT,TAJ,,
124966,119317,CKOT,2/16/18,2/21/18,2/22/18,5,1,1,B1K,333,1,0,CR,Retail Discount,TRA,GDS,,
124967,119318,CKOT,2/16/18,3/17/18,3/20/18,29,3,1,D1K,1108,2,0,NXTZ,Retail Discount,CSI,GDS,,
124970,119320,CKOT,2/16/18,2/16/18,2/17/18,0,1,1,B1K,239,1,0,XA,Corporate,COT,HRO,,
124971,119321,CKOT,2/16/18,4/21/18,4/26/18,64,5,1,A1K,1526,2,0,NB15,OTA E-Commerce,TEC,TPS,,
124972,119322,CKOT,2/16/18,4/28/18,5/1/18,71,3,1,B1K,752,2,0,NB15,OTA E-Commerce,TEC,TPS,,
124973,119324,CKOT,2/17/18,5/14/18,5/15/18,86,1,1,D1K,266,2,0,NW86,OTA E-Commerce,TEC,TPS,,
124974,119325,CKOT,2/16/18,2/16/18,2/17/18,0,1,1,A1K,0,1,0,RECHARGE,Retail Discount,TRA,HRO,,
124975,119326,CKOT,2/17/18,2/17/18,2/18/18,0,1,1,A1K,348,2,0,R04,BAR,RAC,PLC,,
124976,119327,CKOT,2/17/18,2/17/18,2/18/18,0,1,1,B1K,265,1,0,R04,BAR,RAC,TRW,,
