Confnum,Reservation ID,Status,Booking Date,Arrival Date,Departure Date,Booking Window,LOS,Quantity,Room Type,Revenue,Adults,Children,Rate Code,Market Segment Group,Market Code,Source Code,Reservation Type,Block Id
105159,100018,CKOT,7/31/17,6/2/18,6/4/18,306,2,1,A1K,630,2,0,NH7,Retail Discount,CSI,GDS,,
105160,100021,CKOT,7/31/17,7/15/18,7/18/18,349,3,1,B1K,1021,2,0,T08,Retail Discount,TRA,XBE,,
105161,100022,CKOT,7/31/17,7/15/18,7/18/18,349,3,1,B1K,1021,2,0,T08,Retail Discount,TRA,XBE,,
105162,100023,CKOT,7/31/17,7/15/18,7/18/18,349,3,1,B1K,1021,2,0,T08,Retail Discount,TRA,XBE,,
105247,100115,CKOT,8/1/17,1/3/18,1/6/18,155,3,1,ADA,765,2,0,T08,Retail Discount,TRA,GDS,,
105333,100210,CKOT,8/3/17,7/7/18,7/10/18,338,3,1,A1K,675,2,0,R04,BAR,RAC,PLC,,
105898,100392,CKOT,8/6/17,12/30/17,1/2/18,146,3,1,B1K,978,2,0,T08,Retail Discount,TRA,HRO,,
105988,100491,CKOT,8/8/17,1/15/18,1/16/18,160,1,1,D1K,355,1,0,R04,Retail Discount,TRA,HRO,,
106511,100868,CKOT,8/15/17,7/26/18,7/28/18,345,2,1,A1K,897,2,0,T05,Retail Discount,TRA,PLC,,
106512,100869,CKOT,8/15/17,7/26/18,7/28/18,345,2,1,A1D,897,2,0,T05,Retail Discount,TRA,PLC,,
106559,100919,CKOT,8/15/17,2/17/18,2/18/18,186,1,1,C1K,460,2,0,NMNM,Retail Discount,CSI,GDS,,
106560,100920,CKOT,8/15/17,3/7/18,3/8/18,204,1,1,B1S,670,2,0,NMNM,Retail Discount,CSI,GDS,,
106791,101509,CKOT,8/19/17,1/26/18,1/29/18,160,3,1,D1K,1046,2,0,T08,Retail Discount,TRA,PLC,,
107222,102154,CKOT,8/26/17,1/19/18,1/22/18,146,3,1,B1K,850,2,0,T08,Retail Discount,TRA,PLC,,
107397,102248,CKOT,8/27/17,5/6/18,5/10/18,252,4,1,A1K,1718,2,0,R04,BAR,RAC,PLC,,
118184,112456,CKOT,12/17/17,1/6/18,1/7/18,20,1,1,B1K,265,1,0,R04,BAR,RAC,TAJ,,
108297,103019,CKOT,9/5/17,6/26/18,7/1/18,294,5,1,B1K,1375,2,0,LEUBONOT,Leisure,LEI,PMS,,
108338,103061,CKOT,9/6/17,1/12/18,1/16/18,128,4,1,A1K,1200,2,0,NMNM,Retail Discount,CSI,HRO,,
108339,103062,CKOT,9/6/17,1/12/18,1/15/18,128,3,1,B1K,900,2,0,NMNM,Retail Discount,CSI,HRO,,
108340,103064,CKOT,9/6/17,1/12/18,1/15/18,128,3,1,B1K,900,2,0,NMNM,Retail Discount,CSI,HRO,,
108546,103281,CKOT,9/8/17,1/22/18,1/25/18,136,3,1,B1K,969,1,0,T08,Retail Discount,TRA,TAJ,,
108547,103282,CKOT,9/8/17,2/27/18,3/1/18,172,2,1,D1K,650,2,0,LEUBONOT,Leisure,LEI,HRO,,
109051,103654,CKOT,9/12/17,4/15/18,4/20/18,215,5,1,B1K,2151,1,0,NB15,OTA E-Commerce,TEC,TPS,,
109052,103655,CKOT,9/12/17,4/15/18,4/21/18,215,6,1,A1D,3058,2,0,NB15,OTA E-Commerce,TEC,TPS,,
109053,103656,CKOT,9/12/17,4/15/18,4/20/18,215,5,1,A1D,2620,2,0,NB15,OTA E-Commerce,TEC,TPS,,
109054,103657,CKOT,9/12/17,4/15/18,4/20/18,215,5,1,A1D,2620,2,0,NB15,OTA E-Commerce,TEC,TPS,,
109071,103673,CKOT,9/12/17,8/14/18,8/18/18,336,4,1,B1K,1120,2,0,LEUTOUR,Leisure,LEI,PMS,,
109131,103733,CKOT,9/13/17,4/6/18,4/9/18,205,3,1,B1K,765,2,0,T08,Retail Discount,TRA,PLC,,
109132,103734,CKOT,9/13/17,6/8/18,6/12/18,268,4,1,B1S,1276,2,0,NB15,OTA E-Commerce,TEC,BOOKINGDC,,
109170,103775,CKOT,9/13/17,2/18/18,2/19/18,158,1,1,B1K,212,2,0,NW86,OTA E-Commerce,TEC,TPS,,
109221,103818,CKOT,9/14/17,4/5/18,4/9/18,203,4,1,D1K,1080,2,0,NH7,Retail Discount,CSI,GDS,,
109312,103912,CKOT,9/15/17,1/27/18,2/1/18,134,5,1,A1D,1201,2,0,N78M,OTA E-Commerce,TEC,TPS,,
109358,103961,CKOT,9/15/17,1/14/18,1/16/18,121,2,1,B1K,549,1,0,R04,BAR,RAC,PLC,,
109353,103955,CKOT,9/15/17,6/5/18,6/8/18,263,3,1,C1K,975,2,0,LEUGTA,Leisure,LEI,PMS,,
109386,103993,CKOT,9/15/17,8/10/18,8/19/18,329,9,1,B1K,2445,2,0,LEUBONOT,Leisure,LEI,PMS,,
109409,104019,CKOT,9/15/17,1/18/18,1/21/18,125,3,1,A1D,1131,2,0,T08,Retail Discount,TRA,HRO,,
109410,104020,CKOT,9/15/17,1/18/18,1/21/18,125,3,1,A1D,1131,2,0,T08,Retail Discount,TRA,HRO,,
109411,104021,CKOT,9/15/17,1/18/18,1/21/18,125,3,1,A1K,1038,1,0,T08,Retail Discount,TRA,HRO,,
109420,104031,CKOT,9/16/17,4/15/18,4/20/18,211,5,1,A1D,1936,2,0,NB15,OTA E-Commerce,TEC,TPS,,
109709,104340,CKOT,9/18/17,12/28/17,1/3/18,101,6,1,C1S,2985,2,0,R04,BAR,RAC,PLC,,
109710,104341,CKOT,9/18/17,12/30/17,1/3/18,103,4,1,B1K,1095,2,0,R04,BAR,RAC,PLC,,
109711,104342,CKOT,9/18/17,12/30/17,1/3/18,103,4,1,B1K,1035,1,0,R04,BAR,RAC,PLC,,
109712,104343,CKOT,9/18/17,2/3/18,2/6/18,138,3,1,B1K,829,2,0,T08,Retail Discount,TRA,PLC,,
109718,104349,CKOT,9/18/17,3/14/18,3/18/18,177,4,1,A1D,1713,2,0,NB15,OTA E-Commerce,TEC,TPS,,
109891,104506,CKOT,9/19/17,1/2/18,1/4/18,105,2,1,B1K,504,1,0,R04,BAR,RAC,PLC,,
109750,104376,CKOT,9/18/17,5/6/18,5/7/18,230,1,1,D1K,300,2,0,LEUGTA,Leisure,LEI,HRO,,
109753,104380,CKOT,9/18/17,6/23/18,6/27/18,278,4,1,B1K,1070,2,0,LEUBONOT,Leisure,LEI,PMS,,
119922,113828,CKOT,1/4/18,1/4/18,1/5/18,0,1,1,C1S,600,1,0,R04,BAR,RAC,HRO,,
110010,104622,CKOT,9/21/17,1/16/18,1/19/18,117,3,1,B1K,905,1,0,T08,Retail Discount,TRA,PLC,,
110018,104631,CKOT,9/21/17,4/14/18,4/16/18,205,2,1,C1K,650,2,0,N0JK,OTA E-Commerce,TEC,TPS,,
110072,104689,CKOT,9/22/17,1/20/18,1/23/18,120,3,1,A1D,1035,2,2,R04,BAR,RAC,PLC,,
110394,104783,CKOT,9/23/17,1/22/18,1/29/18,121,7,1,B1K,1921,1,0,T08,Retail Discount,TRA,PLC,,
110398,104786,CKOT,9/23/17,6/19/18,6/25/18,269,6,1,C1S,4012,2,0,T08,Retail Discount,TRA,PLC,,
110401,104789,CKOT,9/23/17,6/16/18,6/17/18,266,1,1,D1K,236,2,0,NSYX,OTA E-Commerce,TEC,EXPDC,,
110682,105034,CKOT,9/25/17,8/2/18,8/7/18,311,5,1,A1K,2020,1,0,T08,Retail Discount,TRA,XBE,,
110719,105071,CKOT,9/25/17,1/19/18,1/24/18,116,5,1,B1K,0,2,1,AHP,Other,NOR,HRO,,
128335,122584,CKOT,3/22/18,3/22/18,3/23/18,0,1,1,A1K,0,1,0,XO,Other,NOR,HRO,,
110752,105097,CKOT,9/26/17,4/15/18,4/20/18,201,5,1,B1K,2066,1,0,NP6I,OTA E-Commerce,TEC,TPS,,
110761,105106,CKOT,9/26/17,1/20/18,1/24/18,116,4,1,D1K,1914,2,0,NP6I,OTA E-Commerce,TEC,TPS,,
110763,105108,CKOT,9/26/17,4/13/18,4/19/18,199,6,1,B1K,2236,2,0,NB15,OTA E-Commerce,TEC,TPS,,
110764,105109,CKOT,9/26/17,4/13/18,4/20/18,199,7,1,B1K,2661,2,0,NB15,OTA E-Commerce,TEC,TPS,,
110765,105110,CKOT,9/26/17,4/13/18,4/20/18,199,7,1,B1K,2661,1,0,NB15,OTA E-Commerce,TEC,TPS,,
110766,105111,CKOT,9/26/17,4/15/18,4/20/18,201,5,1,B1K,2151,2,0,NB15,OTA E-Commerce,TEC,TPS,,
110786,105129,CKOT,9/26/17,3/16/18,3/23/18,171,7,1,B1K,2342,1,0,N78M,OTA E-Commerce,TEC,TPS,,
131702,125814,CKOT,4/23/18,5/4/18,5/5/18,11,1,1,D1K,0,2,0,AHP,Other,NOR,HRO,,
110788,105131,CKOT,9/26/17,3/16/18,3/23/18,171,7,1,B1K,2342,1,0,N78M,OTA E-Commerce,TEC,TPS,,
110789,105132,CKOT,9/26/17,3/16/18,3/23/18,171,7,1,B1K,2342,1,0,N78M,OTA E-Commerce,TEC,TPS,,
110790,105133,CKOT,9/26/17,3/16/18,3/23/18,171,7,1,B1K,2342,1,0,N78M,OTA E-Commerce,TEC,TPS,,
110793,105135,CKOT,9/26/17,5/11/18,5/13/18,227,2,1,B1K,535,2,0,LEUBONOT,Leisure,LEI,HRO,,
110795,105138,CKOT,9/26/17,5/11/18,5/13/18,227,2,1,B1K,535,2,0,LEUBONOT,Leisure,LEI,HRO,,
110820,105163,CKOT,9/26/17,1/11/18,1/15/18,107,4,1,B1K,766,2,0,N78I,OTA E-Commerce,TEC,TPS,,
110854,105200,CKOT,9/27/17,8/10/18,8/13/18,317,3,1,ADA,851,2,0,NB15,OTA E-Commerce,TEC,BOOKINGDC,,
110864,105210,CKOT,9/27/17,4/15/18,4/19/18,200,4,1,B1K,1658,1,0,NB15,OTA E-Commerce,TEC,TPS,,
110865,105211,CKOT,9/27/17,4/15/18,4/19/18,200,4,1,B1K,1658,1,0,NB15,OTA E-Commerce,TEC,TPS,,
110873,105217,CKOT,9/27/17,6/30/18,7/3/18,276,3,1,B1K,790,2,0,LEUGTA,Leisure,LEI,PMS,,
110880,105225,CKOT,9/27/17,6/30/18,7/3/18,276,3,1,A1K,925,1,0,LEUGTA,Leisure,LEI,PMS,,
110881,105227,CKOT,9/27/17,6/30/18,7/3/18,276,3,1,D1K,790,2,0,LEUGTA,Leisure,LEI,PMS,,
110882,105229,CKOT,9/27/17,6/30/18,7/3/18,276,3,1,B1K,790,2,0,LEUGTA,Leisure,LEI,PMS,,
110908,105256,CKOT,9/27/17,2/17/18,2/18/18,143,1,1,D1K,270,2,0,NH7,Retail Discount,CSI,GDS,,
110969,105317,CKOT,9/28/17,2/8/18,2/10/18,133,2,1,D1K,650,2,0,R04,BAR,RAC,TAJ,,
111005,105360,CKOT,9/29/17,1/17/18,1/21/18,110,4,1,B1K,1101,1,0,NP6I,OTA E-Commerce,TEC,TPS,,
111060,105415,CKOT,9/29/17,1/11/18,1/14/18,104,3,1,A1K,829,2,0,NB15,OTA E-Commerce,TEC,TPS,,
111064,105419,CKOT,9/29/17,1/20/18,1/24/18,113,4,1,A1D,1186,1,0,NP6I,OTA E-Commerce,TEC,TPS,,
111153,105508,CKOT,9/30/17,8/11/18,8/13/18,315,2,1,B1K,585,2,0,R04,BAR,RAC,PLC,,
111159,105517,CKOT,9/30/17,1/3/18,1/6/18,95,3,1,B1K,714,1,0,T08,Retail Discount,TRA,PLC,,
111194,105554,CKOT,10/1/17,2/17/18,2/21/18,139,4,1,B1K,778,1,0,N78I,OTA E-Commerce,TEC,TPS,,
111222,105583,CKOT,10/2/17,7/20/18,7/23/18,291,3,1,B1K,790,2,0,LEUBONOT,Leisure,LEI,PMS,,
111262,105623,CKOT,10/2/17,8/7/18,8/10/18,309,3,1,A1K,1177,2,0,T08,Retail Discount,TRA,PLC,,
111275,105636,CKOT,10/3/17,1/19/18,1/24/18,108,5,1,B1K,1184,2,0,N78M,OTA E-Commerce,TEC,TPS,,
111277,105638,CKOT,10/3/17,1/6/18,1/7/18,95,1,1,ADA,220,1,0,NSYX,OTA E-Commerce,TEC,TPS,,
111291,105652,CKOT,10/3/17,2/11/18,2/14/18,131,3,1,D1K,743,1,0,R04,BAR,RAC,PLC,,
111325,105689,CKOT,10/3/17,4/9/18,4/13/18,188,4,1,B1K,1360,2,0,NP6I,OTA E-Commerce,TEC,TPS,,
111328,105692,CKOT,10/3/17,8/4/18,8/8/18,305,4,1,A1D,1511,2,2,R04,BAR,RAC,PLC,,
111392,105743,CKOT,10/4/17,1/19/18,1/23/18,107,4,1,A1D,1790,2,0,N8N,Retail Discount,CSI,GDS,,
111403,105754,CKOT,10/4/17,1/17/18,1/19/18,105,2,1,A1S,945,3,1,R04,BAR,RAC,TRW,,
131703,125815,CKOT,4/23/18,5/4/18,5/5/18,11,1,1,D1K,0,2,1,AHP,Other,NOR,HRO,,
111499,105847,CKOT,10/5/17,5/23/18,5/28/18,230,5,1,A1K,1414,1,0,N78M,OTA E-Commerce,TEC,EXPDC,,
111505,105853,CKOT,10/5/17,3/11/18,3/17/18,157,6,1,D1K,2166,1,0,NLBU,Corporate,CON,HRO,,
111506,105854,CKOT,10/5/17,4/8/18,4/13/18,185,5,1,D1K,1805,1,0,NLBU,Corporate,CON,HRO,,
111562,105911,CKOT,10/6/17,7/21/18,7/25/18,288,4,1,A1D,1830,2,0,R04,BAR,RAC,PLC,,
111567,105916,CKOT,10/6/17,7/22/18,7/25/18,289,3,1,A1K,1410,2,0,R04,BAR,RAC,PLC,,
111622,105980,CKOT,10/7/17,8/4/18,8/7/18,301,3,1,A1D,957,2,0,NB15,OTA E-Commerce,TEC,BOOKINGDC,,
111623,105981,CKOT,10/7/17,8/4/18,8/7/18,301,3,1,B1K,957,2,0,NB15,OTA E-Commerce,TEC,BOOKINGDC,,
111627,105984,CKOT,10/7/17,7/6/18,7/9/18,272,3,1,B1K,851,2,0,NB15,OTA E-Commerce,TEC,BOOKINGDC,,
111628,105985,CKOT,10/7/17,7/6/18,7/9/18,272,3,1,B1K,851,2,0,NB15,OTA E-Commerce,TEC,BOOKINGDC,,
111629,105986,CKOT,10/7/17,7/6/18,7/9/18,272,3,1,B1K,851,2,0,NB15,OTA E-Commerce,TEC,BOOKINGDC,,
111659,106028,CKOT,10/8/17,1/17/18,1/20/18,101,3,1,B1K,829,2,0,NB15,OTA E-Commerce,TEC,TPS,,
111664,106033,CKOT,10/8/17,8/28/18,8/31/18,324,3,1,A1K,1020,2,0,NB15,OTA E-Commerce,TEC,BOOKINGDC,,
111686,106057,CKOT,10/9/17,1/26/18,2/1/18,109,6,1,A1K,1785,2,0,NB15,OTA E-Commerce,TEC,TPS,,
111760,106129,CKOT,10/10/17,2/15/18,2/17/18,128,2,1,A1D,423,2,0,NLGA,OTA E-Commerce,TEC,TPS,,
111812,106179,CKOT,10/10/17,7/27/18,7/30/18,290,3,1,A1D,894,2,2,T08,Retail Discount,TRA,PMS,,
111844,106211,CKOT,10/11/17,2/16/18,2/19/18,128,3,1,ADA,576,2,0,NFCC,OTA E-Commerce,TEC,GDS,,
111848,106215,CKOT,10/11/17,2/1/18,2/5/18,113,4,1,B1K,751,2,0,N78I,OTA E-Commerce,TEC,TPS,,
111890,106257,CKOT,10/11/17,1/14/18,1/18/18,95,4,1,C1S,2330,2,0,T08,Retail Discount,TRA,HRO,,
111992,106363,CKOT,10/12/17,3/22/18,3/27/18,161,5,1,C1S,3061,1,0,NB15,OTA E-Commerce,TEC,TPS,,
111993,106364,CKOT,10/12/17,3/22/18,3/27/18,161,5,1,B1K,1701,1,0,NB15,OTA E-Commerce,TEC,TPS,,
111995,106366,CKOT,10/12/17,1/28/18,2/3/18,108,6,1,B1K,1828,2,0,NB15,OTA E-Commerce,TEC,TPS,,
112055,106422,CKOT,10/13/17,3/1/18,3/4/18,139,3,1,A1D,1123,2,0,T08,Retail Discount,TRA,TAJ,,
112059,106426,CKOT,10/13/17,1/29/18,2/1/18,108,3,1,D1K,1080,2,0,NH7,Retail Discount,CSI,GDS,,
112095,106460,CKOT,10/13/17,1/18/18,1/24/18,97,6,1,C1K,2183,1,0,T08,Retail Discount,TRA,HRO,,
148187,141308,CKOT,8/29/18,8/29/18,8/30/18,0,1,1,B1K,375,1,0,RR,BAR,RAC,PMS,,
112401,106753,CKOT,10/14/17,5/4/18,5/7/18,202,3,1,D1K,855,2,0,NH7,Retail Discount,CSI,GDS,,
112412,106764,CKOT,10/15/17,2/11/18,2/15/18,119,4,1,B1K,1228,1,0,NP6I,OTA E-Commerce,TEC,TPS,,
112653,107004,CKOT,10/15/17,7/12/18,7/15/18,270,3,1,B1K,906,1,0,NB15,OTA E-Commerce,TEC,BOOKINGDC,,
112654,107005,CKOT,10/15/17,7/12/18,7/15/18,270,3,1,B1K,957,2,0,NB15,OTA E-Commerce,TEC,BOOKINGDC,,
112661,107012,CKOT,10/15/17,3/30/18,4/1/18,166,2,1,D1K,540,2,0,NH7,Retail Discount,CSI,GDS,,
112687,107032,CKOT,10/16/17,6/19/18,6/22/18,246,3,1,D1K,975,2,0,LEUBONOT,Leisure,LEI,HRO,,
112689,107034,CKOT,10/16/17,4/23/18,4/24/18,189,1,1,A1D,405,2,1,T20,Retail Discount,TRA,HRO,,
112708,107055,CKOT,10/16/17,6/11/18,6/14/18,238,3,1,B1K,840,2,0,LEUHBED,Leisure,LEI,PMS,,
112741,107088,CKOT,10/17/17,1/21/18,1/25/18,96,4,1,B1K,946,2,0,N78I,OTA E-Commerce,TEC,TPS,,
112755,107102,CKOT,10/17/17,1/27/18,2/1/18,102,5,1,D1K,1445,1,0,NB15,OTA E-Commerce,TEC,TPS,,
112756,107103,CKOT,10/17/17,1/27/18,2/2/18,102,6,1,B1K,1726,1,0,NB15,OTA E-Commerce,TEC,TPS,,
112801,107147,CKOT,10/17/17,4/17/18,4/22/18,182,5,1,D1K,2438,2,0,R04,BAR,RAC,PLC,,
112810,107158,CKOT,10/17/17,1/17/18,1/22/18,92,5,1,B1K,1382,2,0,NB15,OTA E-Commerce,TEC,TPS,,
112826,107169,CKOT,10/18/17,1/16/18,1/19/18,90,3,1,B1K,914,2,0,NP6I,OTA E-Commerce,TEC,TPS,,
112837,107180,CKOT,10/18/17,1/23/18,1/25/18,97,2,1,B1K,585,2,0,NLGA,OTA E-Commerce,TEC,TPS,,
112843,107186,CKOT,10/18/17,6/30/18,7/5/18,255,5,1,B1K,1034,2,0,N78M,OTA E-Commerce,TEC,EXPDC,,
112844,107187,CKOT,10/18/17,6/30/18,7/5/18,255,5,1,C1S,1309,2,0,N78M,OTA E-Commerce,TEC,EXPDC,,
112925,107272,CKOT,10/19/17,3/10/18,3/17/18,142,7,1,A1K,3095,2,0,N8N,Retail Discount,CSI,HRO,,
112926,107274,CKOT,10/19/17,3/10/18,3/17/18,142,7,1,B1K,2185,1,0,N8N,Retail Discount,CSI,HRO,,
112927,107275,CKOT,10/19/17,3/10/18,3/17/18,142,7,1,B1K,2325,2,0,N8N,Retail Discount,CSI,HRO,,
112928,107277,CKOT,10/19/17,6/12/18,6/17/18,236,5,1,C1K,1666,1,0,NB15,OTA E-Commerce,TEC,BOOKINGDC,,
112945,107295,CKOT,10/19/17,1/17/18,1/19/18,90,2,1,D1K,540,1,0,NP6I,OTA E-Commerce,TEC,TPS,,
112966,107313,CKOT,10/20/17,1/12/18,1/13/18,84,1,1,A1K,300,2,0,N8N,Retail Discount,CSI,GDS,,
113004,107352,CKOT,10/20/17,3/30/18,4/3/18,161,4,1,A1K,1087,2,0,LEUBONOT,Leisure,LEI,HRO,,
113007,107356,CKOT,10/20/17,3/30/18,4/3/18,161,4,1,B1K,1087,2,0,LEUBONOT,Leisure,LEI,HRO,,
113032,107384,CKOT,10/20/17,3/13/18,3/16/18,144,3,1,C1S,1237,2,0,T08,Retail Discount,TRA,PLC,,
113044,107404,CKOT,10/21/17,3/2/18,3/6/18,132,4,1,C1S,1020,2,0,NP6I,OTA E-Commerce,TEC,TPS,,
113397,107499,CKOT,10/21/17,4/10/18,4/13/18,171,3,1,B1K,872,2,0,NB15,OTA E-Commerce,TEC,TPS,,
113402,107510,CKOT,10/21/17,2/13/18,2/17/18,115,4,1,B1K,796,2,0,N78I,OTA E-Commerce,TEC,TPS,,
113435,107544,CKOT,10/22/17,3/4/18,3/7/18,133,3,1,A1K,979,2,0,R04,BAR,RAC,PLC,,
113443,107552,CKOT,10/22/17,1/11/18,1/14/18,81,3,1,A1D,1107,2,0,NH7,Retail Discount,CSI,GDS,,
113469,107575,CKOT,10/23/17,1/18/18,1/25/18,87,7,1,B1K,1411,2,0,N78I,OTA E-Commerce,TEC,TPS,,
113470,107576,CKOT,10/23/17,1/18/18,1/25/18,87,7,1,B1K,1327,1,0,N78I,OTA E-Commerce,TEC,TPS,,
113474,107579,CKOT,10/23/17,6/11/18,6/18/18,231,7,1,B1K,2304,2,0,T08,Retail Discount,TRA,PMS,,
113483,107586,CKOT,10/23/17,7/2/18,7/4/18,252,2,1,A1K,650,2,0,LEUBONOT,Leisure,LEI,PMS,,
113484,107587,CKOT,10/23/17,12/29/17,1/5/18,67,7,1,A1K,2108,1,0,T08,Retail Discount,TRA,PLC,,
113485,107588,CKOT,10/23/17,8/20/18,8/24/18,301,4,1,D1K,1488,2,0,NB15,OTA E-Commerce,TEC,BOOKINGDC,,
113490,107595,CKOT,10/23/17,12/30/17,1/3/18,68,4,1,B1K,1122,1,0,NP6I,OTA E-Commerce,TEC,TPS,,
113491,107596,CKOT,10/23/17,12/30/17,1/3/18,68,4,1,A1K,1564,2,0,NP6I,OTA E-Commerce,TEC,TPS,,
113507,107612,CKOT,10/23/17,3/14/18,3/16/18,142,2,1,C1S,1400,2,0,T05,Retail Discount,TRA,HRO,,
113520,107626,CKOT,10/23/17,1/3/18,1/7/18,72,4,1,B1K,1020,2,0,T08,Retail Discount,TRA,HRO,,
113524,107630,CKOT,10/24/17,2/18/18,2/19/18,117,1,1,D1K,270,2,0,NH7,Retail Discount,CSI,GDS,,
113646,107639,CKOT,10/24/17,1/28/18,2/1/18,96,4,1,ADA,838,1,0,N78I,OTA E-Commerce,TEC,TPS,,
113649,107642,CKOT,10/24/17,2/10/18,2/14/18,109,4,1,B1K,1084,2,0,NB15,OTA E-Commerce,TEC,TPS,,
113679,107672,CKOT,10/24/17,3/9/18,3/13/18,136,4,1,D1K,1020,2,0,NB15,OTA E-Commerce,TEC,TPS,,
113697,107685,CKOT,10/24/17,2/4/18,2/8/18,103,4,1,D1K,1270,1,0,R04,Retail Discount,TRA,HRO,,
113703,107692,CKOT,10/24/17,6/23/18,6/24/18,242,1,1,D1K,270,2,0,NH7,Retail Discount,CSI,UA,,
113715,107704,CKOT,10/24/17,1/16/18,1/21/18,84,5,1,B1K,1339,1,0,NP6I,OTA E-Commerce,TEC,TPS,,
113716,107705,CKOT,10/24/17,1/16/18,1/21/18,84,5,1,ADA,1339,1,0,NP6I,OTA E-Commerce,TEC,TPS,,
113717,107706,CKOT,10/24/17,1/16/18,1/21/18,84,5,1,ADA,1339,1,0,NP6I,OTA E-Commerce,TEC,TPS,,
113733,107721,CKOT,10/25/17,8/10/18,8/14/18,289,4,1,A1K,826,2,0,N78I,OTA E-Commerce,TEC,EXPDC,,
113923,107776,CKOT,10/25/17,3/8/18,3/9/18,134,1,1,A1K,220,1,0,NSYX,OTA E-Commerce,TEC,TPS,,
113936,107787,CKOT,10/25/17,5/30/18,6/3/18,217,4,1,D1K,1459,2,0,NB15,OTA E-Commerce,TEC,TPS,,
113945,107796,CKOT,10/25/17,2/16/18,2/17/18,114,1,1,A1K,300,2,0,R04,BAR,RAC,TAJ,,
113948,107799,CKOT,10/26/17,1/31/18,2/3/18,97,3,1,B1K,850,2,0,NB15,OTA E-Commerce,TEC,TPS,,
113949,107800,CKOT,10/26/17,1/20/18,1/24/18,86,4,1,A1K,1260,2,0,NH7,Retail Discount,CSI,GDS,,
113952,107803,CKOT,10/26/17,12/30/17,1/3/18,65,4,1,C1S,2214,2,0,T08,Retail Discount,TRA,GDS,,
113954,107805,CKOT,10/26/17,2/28/18,3/4/18,125,4,1,D1K,1165,2,0,T08,Retail Discount,TRA,PLC,,
113966,107818,CKOT,10/26/17,1/2/18,1/6/18,68,4,1,B1K,1020,2,0,T08,Retail Discount,TRA,GDS,,
113977,107828,CKOT,10/26/17,6/23/18,6/26/18,240,3,1,B1K,808,2,0,NB15,OTA E-Commerce,TEC,BOOKINGDC,,
113986,107838,CKOT,10/26/17,1/31/18,2/1/18,97,1,1,D1K,400,2,0,N8N,Retail Discount,CSI,HRO,,
113994,107847,CKOT,10/26/17,2/17/18,2/19/18,114,2,1,A1D,390,2,0,NLGA,OTA E-Commerce,TEC,TPS,,
114020,107878,CKOT,10/26/17,8/5/18,8/9/18,283,4,1,B1K,1095,2,0,LEUNWT,Leisure,LEI,PMS,,
114027,107887,CKOT,10/27/17,1/21/18,1/26/18,86,5,1,B1K,1360,1,0,NP6I,OTA E-Commerce,TEC,TPS,,
114031,107891,CKOT,10/26/17,1/13/18,1/14/18,79,1,1,C1S,572,2,0,T05,Retail Discount,TRA,PLC,,
114032,107892,CKOT,10/27/17,4/25/18,4/28/18,180,3,1,D1K,1422,2,0,NH7,Retail Discount,CSI,GDS,,
114039,107900,CKOT,10/27/17,4/14/18,4/21/18,169,7,1,B1K,1729,1,0,NEAU,Corporate,COT,GDS,,
114077,107932,CKOT,10/27/17,1/22/18,1/24/18,87,2,1,B1K,770,1,0,T05,Retail Discount,TRA,GDS,,
114079,107936,CKOT,10/27/17,6/2/18,6/3/18,218,1,1,C1S,345,1,0,T20,Retail Discount,TRA,PMS,,
114081,107938,CKOT,10/27/17,6/2/18,6/3/18,218,1,1,ADA,345,1,0,T20,Retail Discount,TRA,PMS,,
114082,107939,CKOT,10/27/17,6/2/18,6/3/18,218,1,1,ADA,345,1,0,T20,Retail Discount,TRA,PMS,,
114083,107940,CKOT,10/27/17,6/2/18,6/3/18,218,1,1,B1K,345,1,0,T20,Retail Discount,TRA,PMS,,
114084,107941,CKOT,10/27/17,6/2/18,6/3/18,218,1,1,A1K,345,1,0,T20,Retail Discount,TRA,PMS,,
114086,107943,CKOT,10/27/17,6/2/18,6/3/18,218,1,1,A1D,345,1,0,T20,Retail Discount,TRA,PMS,,
114087,107944,CKOT,10/27/17,6/2/18,6/3/18,218,1,1,A1D,345,1,0,T20,Retail Discount,TRA,PMS,,
114088,107945,CKOT,10/27/17,6/2/18,6/3/18,218,1,1,A1K,345,1,0,T20,Retail Discount,TRA,PMS,,
114089,107946,CKOT,10/27/17,1/4/18,1/7/18,69,3,1,A1K,900,2,0,N8N,Retail Discount,CSI,GDS,,
114090,107947,CKOT,10/27/17,1/4/18,1/7/18,69,3,1,A1D,900,2,0,N8N,Retail Discount,CSI,GDS,,
114092,107950,CKOT,10/27/17,2/21/18,2/23/18,117,2,1,A1D,873,2,0,NH7,Retail Discount,CSI,GDS,,
114097,107958,CKOT,10/27/17,1/17/18,1/23/18,82,6,1,A1D,1216,2,0,N78I,OTA E-Commerce,TEC,TPS,,
114098,107959,CKOT,10/27/17,4/25/18,4/28/18,180,3,1,D1K,1063,2,0,T08,Retail Discount,TRA,PLC,,
114100,107961,CKOT,10/27/17,1/22/18,2/1/18,87,10,1,A1S,2850,1,0,R04,Long Stay,SGI,HRO,,
114137,108003,CKOT,10/29/17,1/16/18,1/17/18,79,1,1,C1S,670,2,0,NB11,OTA E-Commerce,TEC,TPS,,
114197,108064,CKOT,10/30/17,2/5/18,2/9/18,98,4,1,B1K,1101,1,0,T08,Retail Discount,TRA,GDS,,
