ROH0,DOW,ROH1,ROH2,ROH3,ROH4,ROH5,ROH6,ROH7,ROH14,ROH21,ROH30,ROH60,ROH90
58,Monday,57.71106666666668,59.08589999999999,60.614699999999964,60.78693333333334,57.59193333333335,62.3403,61.86533333333332,56.40759999999999,57.02756666666669,49.471855856975814,39.51168541954081,44.994908336650866
52,Tuesday,50.4249,50.26726666666669,49.76386666666666,51.431466666666694,49.20373333333334,47.30813333333333,49.79243333333338,40.84116666666665,44.712366666666654,41.021904493600914,39.05505922881744,33.92861145633314
49,Wednesday,43.8527,37.83400000000002,39.999066666666636,39.28509999999999,37.06996666666666,37.16366666666666,36.38416666666667,39.18950000000002,36.969233333333314,40.248391924653774,38.655929271702256,37.98835830340533
43,Thursday,42.507466666666694,41.99243333333335,41.95673333333336,44.459399999999995,44.84496666666663,43.7520333333333,45.411866666666654,50.063166666666696,51.61463333333334,46.76493309274645,41.9113635630045,36.85179606116913
35,Tuesday,36.93523333333333,39.9377,41.215899999999976,39.18866666666664,39.20273333333335,38.90479999999999,32.08556666666667,34.96953333333331,39.61496666666665,34.352103129863444,37.14191651186181,37.898124565862666
28,Wednesday,32.163000000000004,31.799033333333337,32.922866666666685,32.941466666666685,32.99546666666668,33.015266666666655,33.29483333333334,40.323233333333334,38.95603333333333,42.59781317220355,41.43263083956582,41.13955090885066
38,Sunday,35.383399999999995,37.68263333333336,39.96456666666667,39.426199999999994,41.020366666666646,40.361566666666675,35.91446666666668,37.66893333333333,34.402200000000015,34.26167061791389,31.621462630041083,35.173367393360046
44,Thursday,43.73383333333332,38.707033333333364,40.942100000000046,45.12849999999998,36.55676666666667,36.40043333333333,36.40170000000002,37.5226,38.053000000000004,45.474962722175626,42.323100999355304,40.091791172906035
45,Friday,50.67896666666668,44.47946666666666,43.246833333333335,40.82240000000001,40.27469999999998,40.45,41.99370000000003,37.838666666666676,39.42143333333334,49.55925544123514,47.657450084372194,44.53252259800919
38,Saturday,39.89113333333334,44.33926666666663,41.50433333333333,42.89493333333338,42.470833333333346,40.0195,41.953233333333316,39.470200000000006,40.68790000000001,39.70340473564132,39.041137370903414,38.52629175044988
42,Wednesday,44.337166666666704,43.41039999999998,43.05576666666666,43.89283333333332,45.4399333333333,46.68343333333331,40.46996666666667,41.61136666666664,16.431399999999996,25.724157078310434,36.827909590054404,38.07639461259211
26,Tuesday,30.036399999999997,31.53020000000001,32.11196666666669,32.42290000000001,32.72146666666667,33.37646666666666,33.30723333333334,38.021599999999985,39.12913333333332,44.0121675379853,44.5233041442548,39.947133740691974
39,Friday,37.64060000000001,39.4558,40.64860000000003,41.330299999999994,39.57966666666668,39.448266666666655,42.242133333333356,38.27799999999999,41.25943333333335,35.74283314569854,38.22787478582703,42.912664733681325
28,Tuesday,31.163066666666662,32.26626666666667,31.938566666666663,32.47640000000001,31.74720000000001,31.9803,33.5412,38.88850000000002,37.03773333333332,29.07815350013881,30.069095161588983,37.4921790044402
43,Friday,45.28759999999998,45.67316666666669,48.76879999999996,49.474199999999996,49.13806666666667,51.17749999999997,52.14886666666669,47.77389999999998,50.00806666666669,49.65053731930295,47.104681331793614,42.912664733681325
46,Saturday,43.48836666666668,43.9227,43.58776666666668,44.51530000000001,43.56039999999999,43.022133333333336,43.505500000000005,46.99766666666666,47.79863333333332,42.39775303086271,39.5560850997419,38.52629175044988
